season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,weekdayt,is_weekend,temp_celsius,season_fall,season_spring,season_summer,season_winter,season_fall,season_spring,season_summer,season_winter,weathersit_encoded,season_fall,season_spring,season_summer,season_winter
winter,0,January,No,Saturday,0,Mist/Cloudy,0.233333,0.248112,0.49875,0.157963,222,1026,1248,6,True,9.566653,False,False,False,True,False,False,False,True,1,False,False,False,True
winter,0,January,No,Sunday,0,Clear,0.231667,0.234217,0.48375,0.188433,251,953,1204,0,True,9.498347,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,January,Yes,Monday,0,Mist/Cloudy,0.175833,0.176771,0.5375,0.194017,117,883,1000,1,False,7.209153,False,False,False,True,False,False,False,True,1,False,False,False,True
winter,0,January,No,Tuesday,1,Mist/Cloudy,0.216667,0.232333,0.861667,0.146775,9,674,683,2,False,8.883347,False,False,False,True,False,False,False,True,1,False,False,False,True
winter,0,January,No,Wednesday,1,Mist/Cloudy,0.292174,0.298422,0.741739,0.208317,78,1572,1650,3,False,11.979134,False,False,False,True,False,False,False,True,1,False,False,False,True
winter,0,January,No,Thursday,1,Mist/Cloudy,0.261667,0.25505,0.538333,0.195904,83,1844,1927,4,False,10.728347,False,False,False,True,False,False,False,True,1,False,False,False,True
winter,0,January,No,Friday,1,Clear,0.1775,0.157833,0.457083,0.190486211627907,75,1468,1543,5,False,7.2775,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,January,No,Saturday,0,Clear,0.0591304,0.0790696,0.6278940629274967,0.17197,93,888,981,6,True,2.4243464,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,January,No,Sunday,0,Clear,0.0965217,0.0988391,0.436522,0.2466,150,836,986,0,True,3.9573897000000002,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,January,No,Monday,1,Clear,0.0973913,0.11793,0.491739,0.15833,86,1330,1416,1,False,3.9930433,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,January,No,Tuesday,1,Mist/Cloudy,0.223478,0.234526,0.616957,0.129796,186,1799,1985,2,False,9.162598000000001,False,False,False,True,False,False,False,True,1,False,False,False,True
winter,0,January,No,Wednesday,1,Light Rain/Snow,0.2175,0.2036,0.8625,0.29385,34,472,506,3,False,8.9175,False,False,False,True,False,False,False,True,2,False,False,False,True
winter,0,January,No,Thursday,1,Clear,0.195,0.2197,0.6875,0.113837,15,416,431,4,False,7.995,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,January,No,Friday,1,Mist/Cloudy,0.203478,0.223317,0.793043,0.1233,38,1129,1167,5,False,8.342597999999999,False,False,False,True,False,False,False,True,1,False,False,False,True
winter,0,January,No,Saturday,0,Clear,0.196522,0.212126,0.651739,0.145365,123,975,1098,6,True,8.057402,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,January,No,Sunday,0,Clear,0.216522,0.250322,0.722174,0.190486211627907,140,956,1096,0,True,8.877402,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,January,No,Monday,1,Mist/Cloudy,0.180833,0.18625,0.60375,0.187192,42,1459,1501,1,False,7.414153,False,False,False,True,False,False,False,True,1,False,False,False,True
winter,0,February,No,Tuesday,1,Mist/Cloudy,0.192174,0.23453,0.829565,0.190486211627907,47,1313,1360,2,False,7.8791340000000005,False,False,False,True,False,False,False,True,1,False,False,False,True
winter,0,February,No,Wednesday,1,Mist/Cloudy,0.26,0.254417,0.775417,0.264308,72,1454,1526,3,False,10.66,False,False,False,True,False,False,False,True,1,False,False,False,True
winter,0,February,No,Thursday,1,Clear,0.186957,0.177878,0.437826,0.277752,61,1489,1550,4,False,7.665237,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,February,No,Friday,1,Mist/Cloudy,0.211304,0.228587,0.585217,0.127839,88,1620,1708,5,False,8.663464,False,False,False,True,False,False,False,True,1,False,False,False,True
winter,0,February,No,Saturday,0,Mist/Cloudy,0.233333,0.243058,0.6278940629274967,0.161079,100,905,1005,6,True,9.566653,False,False,False,True,False,False,False,True,1,False,False,False,True
winter,0,February,No,Sunday,0,Clear,0.285833,0.291671,0.568333,0.1418,354,1269,1623,0,True,11.719153,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,February,No,Monday,1,Clear,0.271667,0.303658,0.738333,0.190486211627907,120,1592,1712,1,False,11.138347,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,February,No,Tuesday,1,Clear,0.220833,0.198246,0.537917,0.190486211627907,64,1466,1530,2,False,9.054153,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,February,No,Wednesday,1,Mist/Cloudy,0.134783,0.144283,0.494783,0.188839,53,1552,1605,3,False,5.526102999999999,False,False,False,True,False,False,False,True,1,False,False,False,True
winter,0,February,No,Thursday,1,Clear,0.144348,0.149548,0.437391,0.221935,47,1491,1538,4,False,5.918268,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,February,No,Friday,1,Clear,0.189091,0.213509,0.506364,0.10855,149,1597,1746,5,False,7.752731000000001,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,February,No,Saturday,0,Clear,0.2225,0.232954,0.544167,0.203367,288,1184,1472,6,True,9.1225,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,February,No,Sunday,0,Clear,0.316522,0.324113,0.457391,0.260883,397,1192,1589,0,True,12.977402000000001,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,February,No,Monday,1,Clear,0.415,0.39835,0.6278940629274967,0.190486211627907,208,1705,1913,1,False,17.015,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,February,No,Tuesday,1,Clear,0.266087,0.254274,0.6278940629274967,0.291374,140,1675,1815,2,False,10.909567000000001,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,February,No,Wednesday,1,Clear,0.318261,0.3162,0.423478,0.251791,218,1897,2115,3,False,13.048701000000001,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,February,No,Thursday,1,Clear,0.435833,0.428658,0.505,0.230104,259,2216,2475,4,False,17.869153,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,February,No,Friday,1,Clear,0.521667,0.511983,0.516667,0.264925,579,2348,2927,5,False,21.388347,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,February,No,Saturday,0,Clear,0.399167,0.391404,0.6278940629274967,0.190486211627907,532,1103,1635,6,True,16.365847,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,February,No,Sunday,0,Clear,0.285217,0.27733,0.407826,0.223235,639,1173,1812,0,True,11.693897,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,February,Yes,Monday,0,Mist/Cloudy,0.303333,0.284075,0.605,0.307846,195,912,1107,1,False,12.436653000000002,False,False,False,True,False,False,False,True,1,False,False,False,True
winter,0,February,No,Tuesday,1,Clear,0.182222,0.186033,0.577778,0.195683,74,1376,1450,2,False,7.471102,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,February,No,Wednesday,1,Clear,0.221739,0.245717,0.423043,0.094113,139,1778,1917,3,False,9.091299,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,February,No,Thursday,1,Mist/Cloudy,0.295652,0.289191,0.697391,0.250496,100,1707,1807,4,False,12.121732000000002,False,False,False,True,False,False,False,True,1,False,False,False,True
winter,0,February,No,Friday,1,Mist/Cloudy,0.364348,0.350461,0.712174,0.190486211627907,120,1341,1461,5,False,14.938268,False,False,False,True,False,False,False,True,1,False,False,False,True
winter,0,February,No,Saturday,0,Clear,0.2825,0.282192,0.537917,0.186571,424,1545,1969,6,True,11.5825,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,February,No,Sunday,0,Clear,0.343478,0.351109,0.68,0.125248,694,1708,2402,0,True,14.082598,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,February,No,Monday,1,Mist/Cloudy,0.407273,0.400118,0.6278940629274967,0.289686,81,1365,1446,1,False,16.698193,False,False,False,True,False,False,False,True,1,False,False,False,True
winter,0,March,No,Tuesday,1,Clear,0.266667,0.263879,0.535,0.216425,137,1714,1851,2,False,10.933347,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,March,No,Wednesday,1,Clear,0.335,0.320071,0.449583,0.307833,231,1903,2134,3,False,13.735000000000001,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,March,No,Thursday,1,Clear,0.198333,0.200133,0.6278940629274967,0.225754,123,1562,1685,4,False,8.131653,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,March,No,Friday,1,Mist/Cloudy,0.261667,0.255679,0.610417,0.203346,214,1730,1944,5,False,10.728347,False,False,False,True,False,False,False,True,1,False,False,False,True
winter,0,March,No,Saturday,0,Mist/Cloudy,0.384167,0.378779,0.789167,0.251871,640,1437,2077,6,True,15.750846999999998,False,False,False,True,False,False,False,True,1,False,False,False,True
winter,0,March,No,Sunday,0,Mist/Cloudy,0.376522,0.366252,0.6278940629274967,0.190486211627907,114,491,605,0,True,15.437402,False,False,False,True,False,False,False,True,1,False,False,False,True
winter,0,March,No,Monday,1,Clear,0.261739,0.238461,0.551304,0.341352,244,1628,1872,1,False,10.731299,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,March,No,Tuesday,1,Clear,0.2925,0.3024,0.420833,0.12065,316,1817,2133,2,False,11.9925,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,March,No,Wednesday,1,Mist/Cloudy,0.295833,0.286608,0.775417,0.22015,191,1700,1891,3,False,12.129153,False,False,False,True,False,False,False,True,1,False,False,False,True
winter,0,March,No,Thursday,1,Light Rain/Snow,0.389091,0.385668,0.6278940629274967,0.261877,46,577,623,4,False,15.952731,False,False,False,True,False,False,False,True,2,False,False,False,True
winter,0,March,No,Friday,1,Mist/Cloudy,0.316522,0.305,0.649565,0.23297,247,1730,1977,5,False,12.977402000000001,False,False,False,True,False,False,False,True,1,False,False,False,True
winter,0,March,No,Saturday,0,Clear,0.329167,0.32575,0.594583,0.220775,724,1408,2132,6,True,13.495847,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,March,No,Sunday,0,Clear,0.384348,0.380091,0.527391,0.270604,982,1435,2417,0,True,15.758268000000001,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,March,No,Monday,1,Clear,0.325217,0.332,0.496957,0.136926,359,1687,2046,1,False,13.333896999999999,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,March,No,Tuesday,1,Mist/Cloudy,0.317391,0.318178,0.655652,0.184309,289,1767,2056,2,False,13.013031,False,False,False,True,False,False,False,True,1,False,False,False,True
winter,0,March,No,Wednesday,1,Mist/Cloudy,0.365217,0.36693,0.776522,0.203117,321,1871,2192,3,False,14.973897000000001,False,False,False,True,False,False,False,True,1,False,False,False,True
winter,0,March,No,Thursday,1,Clear,0.415,0.410333,0.602917,0.209579,424,2320,2744,4,False,17.015,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,March,No,Friday,1,Clear,0.54,0.527009,0.525217,0.231017,884,2355,3239,5,False,22.14,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,March,No,Saturday,0,Clear,0.4725,0.466525,0.6278940629274967,0.190486211627907,1424,1693,3117,6,True,19.3725,False,False,False,True,False,False,False,True,0,False,False,False,True
winter,0,March,No,Sunday,0,Clear,0.3325,0.32575,0.47375,0.207721,1047,1424,2471,0,True,13.6325,False,False,False,True,False,False,False,True,0,False,False,False,True
spring,0,March,No,Monday,1,Mist/Cloudy,0.430435,0.409735,0.737391,0.288783,401,1676,2077,1,False,17.647835,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,March,No,Tuesday,1,Clear,0.441667,0.440642,0.624583,0.22575,460,2243,2703,2,False,18.108347,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,March,No,Wednesday,1,Mist/Cloudy,0.346957,0.337939,0.839565,0.234261,203,1918,2121,3,False,14.225237,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,March,No,Thursday,1,Mist/Cloudy,0.285,0.270833,0.805833,0.243787,166,1699,1865,4,False,11.684999999999999,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,March,No,Friday,1,Clear,0.264167,0.256312,0.495,0.230725,300,1910,2210,5,False,10.830846999999999,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,March,No,Saturday,0,Clear,0.265833,0.257571,0.6278940629274967,0.209571,981,1515,2496,6,True,10.899153,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,March,No,Sunday,0,Mist/Cloudy,0.253043,0.250339,0.493913,0.1843,472,1221,1693,0,True,10.374763000000002,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,March,No,Monday,1,Clear,0.264348,0.257574,0.6278940629274967,0.212204,222,1806,2028,1,False,10.838268000000001,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,March,No,Tuesday,1,Clear,0.3025,0.292908,0.6278940629274967,0.226996,317,2108,2425,2,False,12.4025,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,March,No,Wednesday,1,Mist/Cloudy,0.3,0.29735,0.646667,0.172888,168,1368,1536,3,False,12.299999999999999,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,March,No,Thursday,1,Light Rain/Snow,0.268333,0.257575,0.6278940629274967,0.217646,179,1506,1685,4,False,11.001653,False,True,False,False,False,True,False,False,2,False,True,False,False
spring,0,April,No,Friday,1,Mist/Cloudy,0.3,0.283454,0.68625,0.258708,307,1920,2227,5,False,12.299999999999999,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,April,No,Saturday,0,Mist/Cloudy,0.315,0.315637,0.65375,0.197146,898,1354,2252,6,True,12.915000000000001,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,April,No,Sunday,0,Clear,0.378333,0.378767,0.48,0.182213,1651,1598,3249,0,True,15.511652999999999,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,April,No,Monday,1,Clear,0.573333,0.542929,0.42625,0.190486211627907,734,2381,3115,1,False,23.506653,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,April,No,Tuesday,1,Mist/Cloudy,0.414167,0.39835,0.642083,0.190486211627907,167,1628,1795,2,False,16.980847,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,April,No,Wednesday,1,Clear,0.390833,0.387608,0.470833,0.263063,413,2395,2808,3,False,16.024153,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,April,No,Thursday,1,Clear,0.4375,0.433696,0.602917,0.162312,571,2570,3141,4,False,17.9375,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,April,No,Friday,1,Mist/Cloudy,0.335833,0.324479,0.83625,0.226992,172,1299,1471,5,False,13.769153,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,April,No,Saturday,0,Mist/Cloudy,0.3425,0.341529,0.6278940629274967,0.133083,879,1576,2455,6,True,14.0425,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,April,No,Sunday,0,Mist/Cloudy,0.426667,0.426737,0.8575,0.146767,1188,1707,2895,0,True,17.493347,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,April,No,Monday,1,Mist/Cloudy,0.595652,0.565217,0.716956,0.324474,855,2493,3348,1,False,24.421732,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,April,No,Tuesday,1,Mist/Cloudy,0.5025,0.493054,0.739167,0.274879,257,1777,2034,2,False,20.6025,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,April,No,Wednesday,1,Mist/Cloudy,0.4125,0.417283,0.819167,0.250617,209,1953,2162,3,False,16.912499999999998,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,April,No,Thursday,1,Clear,0.4675,0.462742,0.540417,0.1107,529,2738,3267,4,False,19.1675,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,April,Yes,Friday,0,Clear,0.446667,0.441913,0.67125,0.226375,642,2484,3126,5,False,18.313347,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,April,No,Saturday,0,Light Rain/Snow,0.430833,0.425492,0.6278940629274967,0.340808,121,674,795,6,True,17.664153000000002,False,True,False,False,False,True,False,False,2,False,True,False,False
spring,0,April,No,Sunday,0,Clear,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,0,True,18.723347,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,April,No,Monday,1,Clear,0.5125,0.503146,0.5425,0.163567,669,2760,3429,1,False,21.0125,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,April,No,Tuesday,1,Mist/Cloudy,0.505833,0.489258,0.665833,0.157971,409,2795,3204,2,False,20.739152999999998,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,April,No,Wednesday,1,Clear,0.595,0.564392,0.614167,0.241925,613,3331,3944,3,False,24.395,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,April,No,Thursday,1,Clear,0.459167,0.453892,0.6278940629274967,0.325258,745,3444,4189,4,False,18.825847,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,April,No,Friday,1,Mist/Cloudy,0.336667,0.321954,0.729583,0.219521,177,1506,1683,5,False,13.803347,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,April,No,Saturday,0,Mist/Cloudy,0.46,0.450121,0.6278940629274967,0.230725,1462,2574,4036,6,True,18.86,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,April,No,Sunday,0,Mist/Cloudy,0.581667,0.551763,0.810833,0.192175,1710,2481,4191,0,True,23.848347,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,April,No,Monday,1,Clear,0.606667,0.5745,0.776667,0.185333,773,3300,4073,1,False,24.873347,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,April,No,Tuesday,1,Clear,0.631667,0.594083,0.729167,0.3265,678,3722,4400,2,False,25.898346999999998,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,April,No,Wednesday,1,Mist/Cloudy,0.62,0.575142,0.835417,0.3122,547,3325,3872,3,False,25.419999999999998,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,April,No,Thursday,1,Mist/Cloudy,0.6175,0.578929,0.700833,0.320908,569,3489,4058,4,False,25.317500000000003,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,April,No,Friday,1,Clear,0.51,0.497463,0.457083,0.240063,878,3717,4595,5,False,20.91,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,April,No,Saturday,0,Clear,0.4725,0.464021,0.503333,0.235075,1965,3347,5312,6,True,19.3725,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,May,No,Sunday,0,Mist/Cloudy,0.451667,0.448204,0.762083,0.106354,1138,2213,3351,0,True,18.518347,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,May,No,Monday,1,Mist/Cloudy,0.549167,0.532833,0.73,0.183454,847,3554,4401,1,False,22.515846999999997,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,May,No,Tuesday,1,Mist/Cloudy,0.616667,0.582079,0.697083,0.342667,603,3848,4451,2,False,25.283347,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,May,No,Wednesday,1,Mist/Cloudy,0.414167,0.40465,0.737083,0.328996,255,2378,2633,3,False,16.980847,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,May,No,Thursday,1,Clear,0.459167,0.441917,0.444167,0.295392,614,3819,4433,4,False,18.825847,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,May,No,Friday,1,Clear,0.479167,0.474117,0.59,0.228246,894,3714,4608,5,False,19.645847,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,May,No,Saturday,0,Clear,0.52,0.512621,0.54125,0.16045,1612,3102,4714,6,True,21.32,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,May,No,Sunday,0,Clear,0.528333,0.518933,0.631667,0.190486211627907,1401,2932,4333,0,True,21.661653,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,May,No,Monday,1,Clear,0.5325,0.525246,0.58875,0.176,664,3698,4362,1,False,21.8325,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,May,No,Tuesday,1,Clear,0.5325,0.522721,0.489167,0.115671,694,4109,4803,2,False,21.8325,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,May,No,Wednesday,1,Clear,0.5425,0.5284,0.632917,0.120642,550,3632,4182,3,False,22.2425,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,May,No,Thursday,1,Clear,0.535,0.523363,0.7475,0.189667,695,4169,4864,4,False,21.935000000000002,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,May,No,Friday,1,Mist/Cloudy,0.5125,0.4943,0.863333,0.179725,692,3413,4105,5,False,21.0125,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,May,No,Saturday,0,Mist/Cloudy,0.520833,0.500629,0.6278940629274967,0.13495,902,2507,3409,6,True,21.354153,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,May,No,Sunday,0,Mist/Cloudy,0.5625,0.536,0.867083,0.152979,1582,2971,4553,0,True,23.0625,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,May,No,Monday,1,Clear,0.5775,0.550512,0.787917,0.126871,773,3185,3958,1,False,23.677500000000002,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,May,No,Tuesday,1,Mist/Cloudy,0.561667,0.538529,0.837917,0.277354,678,3445,4123,2,False,23.028347,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,May,No,Wednesday,1,Mist/Cloudy,0.55,0.527158,0.6278940629274967,0.201492,536,3319,3855,3,False,22.55,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,May,No,Thursday,1,Mist/Cloudy,0.530833,0.510742,0.829583,0.108213,735,3840,4575,4,False,21.764153,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,May,No,Friday,1,Clear,0.536667,0.529042,0.719583,0.125013,909,4008,4917,5,False,22.003347,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,May,No,Saturday,0,Clear,0.6025,0.571975,0.626667,0.12065,2258,3547,5805,6,True,24.7025,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,May,No,Sunday,0,Clear,0.604167,0.5745,0.749583,0.148008,1576,3084,4660,0,True,24.770847,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,May,No,Monday,1,Mist/Cloudy,0.631667,0.590296,0.81,0.233842,836,3438,4274,1,False,25.898346999999998,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,May,No,Tuesday,1,Mist/Cloudy,0.66,0.604813,0.740833,0.207092,659,3833,4492,2,False,27.060000000000002,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,May,No,Wednesday,1,Clear,0.660833,0.615542,0.69625,0.154233,740,4238,4978,3,False,27.094153,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,May,No,Thursday,1,Clear,0.708333,0.654688,0.6775,0.199642,758,3919,4677,4,False,29.041653,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,May,No,Friday,1,Clear,0.681667,0.637008,0.65375,0.240679,871,3808,4679,5,False,27.948347000000002,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,May,No,Saturday,0,Clear,0.655833,0.612379,0.729583,0.230092,2001,2757,4758,6,True,26.889153,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,May,No,Sunday,0,Clear,0.6675,0.61555,0.81875,0.213938,2355,2433,4788,0,True,27.3675,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,May,Yes,Monday,0,Clear,0.733333,0.671092,0.685,0.131225,1549,2549,4098,1,False,30.066653000000002,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,May,No,Tuesday,1,Clear,0.775,0.725383,0.636667,0.111329,673,3309,3982,2,False,31.775000000000002,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,June,No,Wednesday,1,Mist/Cloudy,0.764167,0.720967,0.677083,0.207092,513,3461,3974,3,False,31.330847000000002,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,June,No,Thursday,1,Clear,0.715,0.643942,0.6278940629274967,0.292287,736,4232,4968,4,False,29.314999999999998,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,June,No,Friday,1,Clear,0.62,0.587133,0.6278940629274967,0.253121,898,4414,5312,5,False,25.419999999999998,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,June,No,Saturday,0,Clear,0.635,0.594696,0.45625,0.123142,1869,3473,5342,6,True,26.035,False,True,False,False,False,True,False,False,0,False,True,False,False
spring,0,June,No,Sunday,0,Mist/Cloudy,0.648333,0.616804,0.6525,0.138692,1685,3221,4906,0,True,26.581653000000003,False,True,False,False,False,True,False,False,1,False,True,False,False
spring,0,June,No,Monday,1,Clear,0.678333,0.621858,0.6,0.121896,673,3875,4548,1,False,27.811653,False,True,False,False,False,True,False,False,0,False,True,False,False
